access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,fitness_center,,,,Copec,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,curtain,,,,,,,,,,
,,,,first_aid,,,,Chevrolet,,,,,,,,,,,2800,,,,,,,,,,,,,,,,,,,Nampost,,,,,,,,,,bags,,,,,,,,,,
,,,,computer,,,,,,,,,,,,,,,2044.3800000000001,,,,,,,,,,,,,,,,,,,Oando,,,,,,,,,,pasta,,,,,,,,,,
,,,,tyres,,,,,,,,,,,,,,,2014.0999999999999,,,,,,,,,,,,,,,,,,,Privé,,,,,,,,,,Imóveis,,,,,,,,,,
,,,,harbourmaster,,,,,,,,,,,,,,,2780,,,,,,,,,,,,,,,,,,,City Sightseeing,,,,,,,,,,building_materials,,,,,,,,,,
,,,,convenience,,,,,,,,,,,,,,,264,,,,,,,,,,,,,,,,,,,privé,,,,,,,,,,eletronics,,,,,,,,,,
,,,,register_office,,,,,,,,,,,,,,,865,,,,,,,,,,,,,,,,,,,Standard bank,,,,,,,,,,mattress,,,,,,,,,,
,,,,laboratory,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,Care,,,,,,,,,,religion,,,,,,,,,,
,,,,dojo,,,,,,,,,,,,,,,1985.74,,,,,,,,,,,,,,,,,,,dakar-dem-dikk,,,,,,,,,,video_games,,,,,,,,,,
,,,,music_venue,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,TANESCO,,,,,,,,,,Drugstore,,,,,,,,,,
,,,,vehicle_inspection,,,,,,,,,,,,,,,2610,,,,,,,,,,,,,,,,,,,Privée,,,,,,,,,,cheese,,,,,,,,,,
,,,,Iglesia,,,,,,,,,,,,,,,1984.78,,,,,,,,,,,,,,,,,,,Tro-tro,,,,,,,,,,financial,,,,,,,,,,
,,,,bus_stop,,,,,,,,,,,,,,,1730,,,,,,,,,,,,,,,,,,,Vodacom,,,,,,,,,,chocolate,,,,,,,,,,
,,,,payment_center,,,,,,,,,,,,,,,2000.6400000000001,,,,,,,,,,,,,,,,,,,First National Bank,,,,,,,,,,money_lender,,,,,,,,,,
,,,,public_bookcase,,,,,,,,,,,,,,,2320,,,,,,,,,,,,,,,,,,,Mutirithia Secondary School,,,,,,,,,,hearing_aids,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,EKAR,,,,,,,,,,electric,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,555,,,,,,,,,,,,,,,,,,,toilet,,,,,,,,,,candy,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,South African National Parks,,,,,,,,,,assurance,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2670,,,,,,,,,,,,,,,,,,,Total Côte d'Ivoire SA,,,,,,,,,,egg,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,361,,,,,,,,,,,,,,,,,,,REGIDESO,,,,,,,,,,gas,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,STEG,,,,,,,,,,candles,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,Algerie Poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1655.5036621,,,,,,,,,,,,,,,,,,,CMH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1999.6800000000001,,,,,,,,,,,,,,,,,,,Rose park academy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,905,,,,,,,,,,,,,,,,,,,IRC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,Western Cape Education Department,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2700,,,,,,,,,,,,,,,,,,,Carambole,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,Sentech,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,728,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1215,,,,,,,,,,,,,,,,,,,Ayuntamiento de Santa Cruz de Tenerife,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1981.9000000000001,,,,,,,,,,,,,,,,,,,BCI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2010,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,PT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,Croix Rouge Burundi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,Naftal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,810,,,,,,,,,,,,,,,,,,,Bankia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1966.99,,,,,,,,,,,,,,,,,,,Nedbank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,TGM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3170,,,,,,,,,,,,,,,,,,,BNI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,Ministère de l'Education Nationale,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1240,,,,,,,,,,,,,,,,,,,Telma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,Public Toilets,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,Gobierno de Canarias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2740,,,,,,,,,,,,,,,,,,,Correiros,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,,,,,,,,,FRS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,Standard Chartered,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1980,,,,,,,,,,,,,,,,,,,Tiger Safaris,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2043.9000000000001,,,,,,,,,,,,,,,,,,,Petroda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1984.3,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1983.3399999999999,,,,,,,,,,,,,,,,,,,Barclays Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,643,,,,,,,,,,,,,,,,,,,SOTRA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,414,,,,,,,,,,,,,,,,,,,HSBC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,354,,,,,,,,,,,,,,,,,,,Jackson Transit Authority,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,shell,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1460,,,,,,,,,,,,,,,,,,,soretras,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,Marigat High School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,194,,,,,,,,,,,,,,,,,,,Correos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1969.4000000000001,,,,,,,,,,,,,,,,,,,SONABEL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,MTN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,948,,,,,,,,,,,,,,,,,,,Fiangonan'i Jesoa Kristy eto Madagasikara (FJKM),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,Petrom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1695,,,,,,,,,,,,,,,,,,,M-PESA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,505,,,,,,,,,,,,,,,,,,,Algérie Poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,659.12,,,,,,,,,,,,,,,,,,,Cajasiete,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,427,,,,,,,,,,,,,,,,,,,Sierratel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1310,,,,,,,,,,,,,,,,,,,Europcar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,638,,,,,,,,,,,,,,,,,,,FLM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1260,,,,,,,,,,,,,,,,,,,Nigerian Ministry of Aviation,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1600,,,,,,,,,,,,,,,,,,,SG-SSB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,657.67999999999995,,,,,,,,,,,,,,,,,,,PAM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1295,,,,,,,,,,,,,,,,,,,Horários do Funchal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,Air Traffic and Navigation Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1550,,,,,,,,,,,,,,,,,,,Intercity Bus Lanzarote,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,NGO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,Transformer,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,Post Office,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,720,,,,,,,,,,,,,,,,,,,Repsol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,444,,,,,,,,,,,,,,,,,,,Vivo Energy Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1910,,,,,,,,,,,,,,,,,,,SKA South Africa Project,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,461,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,665.37,,,,,,,,,,,,,,,,,,,FCE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1315,,,,,,,,,,,,,,,,,,,Puplic  toilet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1320,,,,,,,,,,,,,,,,,,,ACRA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,,,,,,Taragonik Primary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,Disa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3010,,,,,,,,,,,,,,,,,,,Stanbic,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2155.8899999999999,,,,,,,,,,,,,,,,,,,SBM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,745,,,,,,,,,,,,,,,,,,,Caja de Canarias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,,,,,,eHealth Africa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1997.28,,,,,,,,,,,,,,,,,,,PTC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,,,,,,,,,COOP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,Afriquia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,,GIE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1974.2,,,,,,,,,,,,,,,,,,,Banco Santander,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2930,,,,,,,,,,,,,,,,,,,Tabaini Primary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,639.88999999999999,,,,,,,,,,,,,,,,,,,Kimalel Health Centre,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1155,,,,,,,,,,,,,,,,,,,SAM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1620,,,,,,,,,,,,,,,,,,,Septic tank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2880,,,,,,,,,,,,,,,,,,,Galana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2003.04,,,,,,,,,,,,,,,,,,,Dashen Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2860,,,,,,,,,,,,,,,,,,,Mt Meru,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1840,,,,,,,,,,,,,,,,,,,Metrorail,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2440,,,,,,,,,,,,,,,,,,,MUBS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,Steers,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,Publique,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,Texaco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2361,,,,,,,,,,,,,,,,,,,Paragem de Autocarro (Arco Pequeno),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,658.63999999999999,,,,,,,,,,,,,,,,,,,OWNERS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3150,,,,,,,,,,,,,,,,,,,Homeopharma,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,public toilet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2650,,,,,,,,,,,,,,,,,,,AHA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2580,,,,,,,,,,,,,,,,,,,La Poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1450,,,,,,,,,,,,,,,,,,,Avis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1940,,,,,,,,,,,,,,,,,,,McDonald's,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2400,,,,,,,,,,,,,,,,,,,NMB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3300,,,,,,,,,,,,,,,,,,,ARM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,530,,,,,,,,,,,,,,,,,,,Zain,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,654.30999999999995,,,,,,,,,,,,,,,,,,,KCB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1660,,,,,,,,,,,,,,,,,,,Household,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,SNTF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,282,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Department of Wildlife and National Parks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3070,,,,,,,,,,,,,,,,,,,ONAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,641.82000000000005,,,,,,,,,,,,,,,,,,,Kobil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1250,,,,,,,,,,,,,,,,,,,Toyota,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1526,,,,,,,,,,,,,,,,,,,Global H20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,590,,,,,,,,,,,,,,,,,,,N3TC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1300,,,,,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1243.12182617188,,,,,,,,,,,,,,,,,,,IOM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2570,,,,,,,,,,,,,,,,,,,BOA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2125.1300000000001,,,,,,,,,,,,,,,,,,,Air Madagascar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1982.8599999999999,,,,,,,,,,,,,,,,,,,Sasol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1810,,,,,,,,,,,,,,,,,,,Petromoc,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,Amen Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1998.72,,,,,,,,,,,,,,,,,,,EEM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,telefonica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1590,,,,,,,,,,,,,,,,,,,KFC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,,,,,,,OiLibya Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,,,,,,,,,Corlay Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2720,,,,,,,,,,,,,,,,,,,Bigfoot Safari,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,Mobil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,656.24000000000001,,,,,,,,,,,,,,,,,,,Government,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2910,,,,,,,,,,,,,,,,,,,Sonangol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,621,,,,,,,,,,,,,,,,,,,privée,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,Magic Life Africana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,Tunisie Autoroutes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,La Poste Tunisienne,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3020,,,,,,,,,,,,,,,,,,,Kenol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1349.3499999999999,,,,,,,,,,,,,,,,,,,Pour flush direct pit,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2950,,,,,,,,,,,,,,,,,,,Branca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,Unal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,Banco de Crédito,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,955,,,,,,,,,,,,,,,,,,,Jardim Botânico,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2060,,,,,,,,,,,,,,,,,,,Honda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1350,,,,,,,,,,,,,,,,,,,PMBG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2000.1600000000001,,,,,,,,,,,,,,,,,,,BikeRio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,650,,,,,,,,,,,,,,,,,,,Serpost S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3090,,,,,,,,,,,,,,,,,,,Santander Río,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2005.9300000000001,,,,,,,,,,,,,,,,,,,Ministerio de Cultura,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1850,,,,,,,,,,,,,,,,,,,Banco Macro,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,,,,,Refinor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,379,,,,,,,,,,,,,,,,,,,Serttel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1420,,,,,,,,,,,,,,,,,,,ESSO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1680,,,,,,,,,,,,,,,,,,,BikeSampa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1440,,,,,,,,,,,,,,,,,,,Westpac,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,ENARSA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,364,,,,,,,,,,,,,,,,,,,Bradesco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1490,,,,,,,,,,,,,,,,,,,Autopistas del Oeste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,Banco de la Nación Argentina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,635,,,,,,,,,,,,,,,,,,,Argentren S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1540,,,,,,,,,,,,,,,,,,,PMARN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,Interbank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2530,,,,,,,,,,,,,,,,,,,Banco Ganadero,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,,7e7r,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1855,,,,,,,,,,,,,,,,,,,Municipalidad de Rosario,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,Banco Provincia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,banelco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,,,,Banco de Occidente,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1210,,,,,,,,,,,,,,,,,,,Subway,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,Banco de Bogota,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1580,,,,,,,,,,,,,,,,,,,Petrobras,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,,,BCP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1072,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,Vito,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2050,,,,,,,,,,,,,,,,,,,Polícia Civil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2990,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2840,,,,,,,,,,,,,,,,,,,Banco Pichincha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,562,,,,,,,,,,,,,,,,,,,Cencosud,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1970,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,670,,,,,,,,,,,,,,,,,,,Banco de Loja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,620,,,,,,,,,,,,,,,,,,,BROU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,ALE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,333,,,,,,,,,,,,,,,,,,,Primax,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,Mercantil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2900,,,,,,,,,,,,,,,,,,,Corpoelec,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,O2 Corporate & Offices,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,Fundación Metrovía,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,664,,,,,,,,,,,,,,,,,,,Nación,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2070,,,,,,,,,,,,,,,,,,,Ripley,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2026.5999999999999,,,,,,,,,,,,,,,,,,,Banco do Brasil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2080,,,,,,,,,,,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,840,,,,,,,,,,,,,,,,,,,Autopistas del Sol,,,,,,,,,,,,,,,,,,,,
