access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,construction,covered,culvert,cutting,denomination,disused,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tracktype,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,ship,,,,,,,,,,,,,,,,,,,,,,,,,Tamoil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Micro-Edition,,,,,,,,,,,,,,,,,,,,,,,,,privé,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,logements,,,,,,,,,,,,,,,,,,,,,,,,,EGSA d'Alger,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,library,,,,,,,,,,,,,,,,,,,,,,,,,Acra,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Bank,,,,,,,,,,,,,,,,,,,,,,,,,Christoph Handschuh,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,kindergarten,,,,,,,,,,,,,,,,,,,,,,,,,"Volkswagen, Volkswagen Comerciales y Skoda",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,kitchen,,,,,,,,,,,,,,,,,,,,,,,,,BEAC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,Ayuntamiento de Los Silos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,guest_house,,,,,,,,,,,,,,,,,,,,,,,,,Centre Commercial BABEZouar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,train_station,,,,,,,,,,,,,,,,,,,,,,,,,Texaco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ruin,,,,,,,,,,,,,,,,,,,,,,,,,Nossob Safaris,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes;house,,,,,,,,,,,,,,,,,,,,,,,,,Université Gamal Abdel Nasser de Conakry,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,quaters,,,,,,,,,,,,,,,,,,,,,,,,,Les Ateliers Saven,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,Privée,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yese,,,,,,,,,,,,,,,,,,,,,,,,,Novotel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"ecole,scool,handicape,handicap",,,,,,,,,,,,,,,,,,,,,,,,,Auto Plus Tiaret Renault,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Food science and Technology department,,,,,,,,,,,,,,,,,,,,,,,,,dpea,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Bar,,,,,,,,,,,,,,,,,,,,,,,,,Eclise catholique,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,CAAZ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,mosquée,,,,,,,,,,,,,,,,,,,,,,,,,"Birhanu Desalegn, +251911095285",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,X-RAY,,,,,,,,,,,,,,,,,,,,,,,,,وزارة الشباب,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes3333,,,,,,,,,,,,,,,,,,,,,,,,,Dive Inn Hotel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,duplex,,,,,,,,,,,,,,,,,,,,,,,,,Birds of Paradise,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,residential area,,,,,,,,,,,,,,,,,,,,,,,,,Coopération Burkina-Japon,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,Family life,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yeso,,,,,,,,,,,,,,,,,,,,,,,,,La Poste de Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Government,,,,,,,,,,,,,,,,,,,,,,,,,Dr Brahim Jean-Claude,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Youth_Center,,,,,,,,,,,,,,,,,,,,,,,,,Africa Amini Alama,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,rig,,,,,,,,,,,,,,,,,,,,,,,,,Ayuntamiento de Guía de Isora,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,convent,,,,,,,,,,,,,,,,,,,,,,,,,BDL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Le Nouveau Burkina (Association pour la Paix la Reconciliation et le Progrès au Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,Tenesedra,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,bleachers,,,,,,,,,,,,,,,,,,,,,,,,,EGSA-ORAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Stahlco Holdinds Ltd,,,,,,,,,,,,,,,,,,,,,,,,,Forces Armées Françaises,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,librairie,,,,,,,,,,,,,,,,,,,,,,,,,"Actividades El Paseo, S.L.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,hanguar,,,,,,,,,,,,,,,,,,,,,,,,,Safari Gate Hotel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,warehouse/Store,,,,,,,,,,,,,,,,,,,,,,,,,Galp Energia Gambia Co. Ltd.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,settlement,,,,,,,,,,,,,,,,,,,,,,,,,Confédération Nationale des Travailleurs du Togo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Boys Dormitory,,,,,,,,,,,,,,,,,,,,,,,,,Winter Palace Hotel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yy,,,,,,,,,,,,,,,,,,,,,,,,,BICIS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yw,,,,,,,,,,,,,,,,,,,,,,,,,Asoria Palace,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,Ecole privée,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,centre de formation et de consulting en management,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,generic,,,,,,,,,,,,,,,,,,,,,,,,,LUANAR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,civic,,,,,,,,,,,,,,,,,,,,,,,,,U.D. Geneto,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Tented_Suite,,,,,,,,,,,,,,,,,,,,,,,,,Aventura Canarias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,\C,,,,,,,,,,,,,,,,,,,,,,,,,El Aurassi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,utility,,,,,,,,,,,,,,,,,,,,,,,,,Kenya Power and Lighting Company(KPLC),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,stables,,,,,,,,,,,,,,,,,,,,,,,,,Federal Airports Authority Nigeria,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,nabumali classroom block,,,,,,,,,,,,,,,,,,,,,,,,,FPVM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,us,,,,,,,,,,,,,,,,,,,,,,,,,"Kawasaki, Aprilia, Piaggio, Vespa y Derbi",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"house ,Hyrid hostel",,,,,,,,,,,,,,,,,,,,,,,,,Nissan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes;Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,Total South Africa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Appartements,,,,,,,,,,,,,,,,,,,,,,,,,BFV-SG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,assurance,,,,,,,,,,,,,,,,,,,,,,,,,Algérie Télécom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,chinese clinc,,,,,,,,,,,,,,,,,,,,,,,,,Ministere de L'interieur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,amenity,,,,,,,,,,,,,,,,,,,,,,,,,Blouberg Municipality,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,Vodacom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,cabin,,,,,,,,,,,,,,,,,,,,,,,,,First National Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Petrol station,,,,,,,,,,,,,,,,,,,,,,,,,Mercado municipal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,college,,,,,,,,,,,,,,,,,,,,,,,,,Kenya Air Force,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Tented Suite,,,,,,,,,,,,,,,,,,,,,,,,,Ad Lucem,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Tribal_Government_Building_-_Courthouse,,,,,,,,,,,,,,,,,,,,,,,,,kakpoung,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,department_store,,,,,,,,,,,,,,,,,,,,,,,,,SGT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,ministere de l'education,,,,,,,,,,,,,,,,,,,,,,,,,"Eskom, Hidroelectrica de Cahora Bassa (HCB)",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,sport,,,,,,,,,,,,,,,,,,,,,,,,,OK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,Various,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,PUBLIC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,Ayuntamiento de Valverde,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,latrine,,,,,,,,,,,,,,,,,,,,,,,,,APC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,mosque,,,,,,,,,,,,,,,,,,,,,,,,,Compagnie Générale Immobilière,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,roof=permanent ,,,,,,,,,,,,,,,,,,,,,,,,,Algerie poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,part,,,,,,,,,,,,,,,,,,,,,,,,,Ministere des Travaux Publics et des transports,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,tank,,,,,,,,,,,,,,,,,,,,,,,,,Tanesco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Maison d'habitation,,,,,,,,,,,,,,,,,,,,,,,,,Cananga Groupe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Varsity Plaza,,,,,,,,,,,,,,,,,,,,,,,,,Stanbic Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,Alcampo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Classroom,,,,,,,,,,,,,,,,,,,,,,,,,Berea District Council,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,HLM,,,,,,,,,,,,,,,,,,,,,,,,,Kidepo Guesthouse,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,houseboat,,,,,,,,,,,,,,,,,,,,,,,,,Loro Parque SA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,Marie Stopes International,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,dorms,,,,,,,,,,,,,,,,,,,,,,,,,Municipalité de Zriba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,administrativ,,,,,,,,,,,,,,,,,,,,,,,,,EKAR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Publique,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Shack,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,station,,,,,,,,,,,,,,,,,,,,,,,,,Supaswift,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,cité résidentiel,,,,,,,,,,,,,,,,,,,,,,,,,Clube de Golf Santo da Serra,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,school_building,,,,,,,,,,,,,,,,,,,,,,,,,Grand Hotel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,house:roof=permanent,,,,,,,,,,,,,,,,,,,,,,,,,KENYA SCOUTS ASSOCIATION,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,roof=missing?,,,,,,,,,,,,,,,,,,,,,,,,,Liverpool John Moores University,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,parish_church,,,,,,,,,,,,,,,,,,,,,,,,,Centro de Salud San Sebastián de la Gomera,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,chapel,,,,,,,,,,,,,,,,,,,,,,,,,Ivorienne d'hydrocarbures (IDC),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pyramide,,,,,,,,,,,,,,,,,,,,,,,,,VODACOM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,washroom,,,,,,,,,,,,,,,,,,,,,,,,,La Poste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,public_building,,,,,,,,,,,,,,,,,,,,,,,,,South African National Parks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,police_sattelite_unit,,,,,,,,,,,,,,,,,,,,,,,,,Yalla Suuren,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,post_office,,,,,,,,,,,,,,,,,,,,,,,,,MInistry of Health,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,delapidated,,,,,,,,,,,,,,,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,ad,,,,,,,,,,,,,,,,,,,,,,,,,Bahlol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,prime phamacy,,,,,,,,,,,,,,,,,,,,,,,,,Université Hassiba Benbouali de Chlef,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,undercontstruction,,,,,,,,,,,,,,,,,,,,,,,,,Zimbabwe Republic Police,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,con.,,,,,,,,,,,,,,,,,,,,,,,,,Sarovar Hotels India,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,fire_station,,,,,,,,,,,,,,,,,,,,,,,,,Total Côte d'Ivoire SA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,collapsed,,,,,,,,,,,,,,,,,,,,,,,,,amedarkness,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,Sentido Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,tools,,,,,,,,,,,,,,,,,,,,,,,,,Crédit Agricole,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,r,,,,,,,,,,,,,,,,,,,,,,,,,ONDA (Office National Des Aéroports),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,roof=missing,,,,,,,,,,,,,,,,,,,,,,,,,Sapeur-pompiers,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,sh,,,,,,,,,,,,,,,,,,,,,,,,,Somair,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,kraal,,,,,,,,,,,,,,,,,,,,,,,,,Crédit foncier du cameroun,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"house, ndirande hostel",,,,,,,,,,,,,,,,,,,,,,,,,University of Nairobi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,dormitory,,,,,,,,,,,,,,,,,,,,,,,,,Finca San Juan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,<different>,,,,,,,,,,,,,,,,,,,,,,,,,Marché Municipal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,guest house,,,,,,,,,,,,,,,,,,,,,,,,,Petrocity,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,kagwisage's home,,,,,,,,,,,,,,,,,,,,,,,,,Inagua,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Hall,,,,,,,,,,,,,,,,,,,,,,,,,Petro Ivoire SA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"house,poytechnic cafetaria",,,,,,,,,,,,,,,,,,,,,,,,,Abosso Goldfields Limited,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Sport_Center,,,,,,,,,,,,,,,,,,,,,,,,,Pat Busch Private Nature Reserve,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Teatro_José_de_Alencar,,,,,,,,,,,,,,,,,,,,,,,,,McDonald's,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ogreja Nossa Senhora Imaculada Conceição,,,,,,,,,,,,,,,,,,,,,,,,,Morekolodi Primary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,16-67,,,,,,,,,,,,,,,,,,,,,,,,,Jacaranda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Antigua_Casa_Cafetera,,,,,,,,,,,,,,,,,,,,,,,,,Université de Saida,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Generic residential,,,,,,,,,,,,,,,,,,,,,,,,,WISCO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,tunnel,,,,,,,,,,,,,,,,,,,,,,,,,CTT-Cabo Verde,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ministério_das_Cidades e Ministério da Fazenda,,,,,,,,,,,,,,,,,,,,,,,,,Lycée de Diofior,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Auditório_UECE,,,,,,,,,,,,,,,,,,,,,,,,,STEG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,16-49,,,,,,,,,,,,,,,,,,,,,,,,,KZN Department of Health,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Real_State_Development,,,,,,,,,,,,,,,,,,,,,,,,,Helwan University,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,apartments;commercial,,,,,,,,,,,,,,,,,,,,,,,,,OHLM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Cooking_area,,,,,,,,,,,,,,,,,,,,,,,,,Airports Autority,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes#,,,,,,,,,,,,,,,,,,,,,,,,,CMH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Academia_Hedla_Lopes,,,,,,,,,,,,,,,,,,,,,,,,,Merigo Women's Group,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Loja_de_Artesanato,,,,,,,,,,,,,,,,,,,,,,,,,Soufyane,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,tomb,,,,,,,,,,,,,,,,,,,,,,,,,SHNC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,SPA,,,,,,,,,,,,,,,,,,,,,,,,,ZANACO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Bohio,,,,,,,,,,,,,,,,,,,,,,,,,WBS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,CT,,,,,,,,,,,,,,,,,,,,,,,,,Kampala Capital City Authority (KCCA),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,gate,,,,,,,,,,,,,,,,,,,,,,,,,=,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Laboratório médico,,,,,,,,,,,,,,,,,,,,,,,,,Ministry of Health,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Colegio,,,,,,,,,,,,,,,,,,,,,,,,,enmasa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,tyes,,,,,,,,,,,,,,,,,,,,,,,,,Angsana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,campo_de_beisbol,,,,,,,,,,,,,,,,,,,,,,,,,Tanzania Ports Authority,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,vivienda,,,,,,,,,,,,,,,,,,,,,,,,,Tunisian Civil Aviation & Airports Authority,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Bodegas Nestle,,,,,,,,,,,,,,,,,,,,,,,,,UNCHR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Monumento,,,,,,,,,,,,,,,,,,,,,,,,,Clinique Halaimi Mohamed,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Fundacion,,,,,,,,,,,,,,,,,,,,,,,,,IRC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,lote,,,,,,,,,,,,,,,,,,,,,,,,,Western Cape Education Department,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Casa Parte alta 2,,,,,,,,,,,,,,,,,,,,,,,,,Botswana Power,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Escuela,,,,,,,,,,,,,,,,,,,,,,,,,Famille KONA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,bus_service,,,,,,,,,,,,,,,,,,,,,,,,,Out of Service,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,museo,,,,,,,,,,,,,,,,,,,,,,,,,United Herzlia Schools,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"residential,_bar",,,,,,,,,,,,,,,,,,,,,,,,,ZAOGA Forward in Faith,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,gradas,,,,,,,,,,,,,,,,,,,,,,,,,Zain,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Atención al Cliente,,,,,,,,,,,,,,,,,,,,,,,,,ONCF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"residential, comercial",,,,,,,,,,,,,,,,,,,,,,,,,Dar Ismail Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Centro Social,,,,,,,,,,,,,,,,,,,,,,,,,Société d’Animation Touristique et Culture Dar El Jem,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Biblioteca,,,,,,,,,,,,,,,,,,,,,,,,,Government of Lesotho,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pyes,,,,,,,,,,,,,,,,,,,,,,,,,Ministre de l’Elevage et de la protéction animale,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Generic Building,,,,,,,,,,,,,,,,,,,,,,,,,Aena,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,education,,,,,,,,,,,,,,,,,,,,,,,,,lti Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,oficinas,,,,,,,,,,,,,,,,,,,,,,,,,Tranchivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,bohío,,,,,,,,,,,,,,,,,,,,,,,,,Camerounaise Des Eaux,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,generic building,,,,,,,,,,,,,,,,,,,,,,,,,Compagnie ivoirienne d'électricité (CIE),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,escuela_primaria,,,,,,,,,,,,,,,,,,,,,,,,,Mercadona,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"bar,_comercial",,,,,,,,,,,,,,,,,,,,,,,,,La protection civile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Centro_Tecnológico,,,,,,,,,,,,,,,,,,,,,,,,,KCB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,allotments,,,,,,,,,,,,,,,,,,,,,,,,,Ministère de la Formation et de l'Enseignement Professionels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Facultad_de_ingenieria,,,,,,,,,,,,,,,,,,,,,,,,,Sand & Sea Resorts,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Hangar_privado_y paracaidistas,,,,,,,,,,,,,,,,,,,,,,,,,SAA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,16-07,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,edificios rurales,,,,,,,,,,,,,,,,,,,,,,,,,Mbamba Beach Lodge,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Cemitério,,,,,,,,,,,,,,,,,,,,,,,,,COM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Policía de Investigaciones,,,,,,,,,,,,,,,,,,,,,,,,,benmammar khalef,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,boathouse,,,,,,,,,,,,,,,,,,,,,,,,,Emergency Ong Onlus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,commercial;apartments,,,,,,,,,,,,,,,,,,,,,,,,,Ryad Mogador,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Posto Fiscal,,,,,,,,,,,,,,,,,,,,,,,,,SNTF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,iglesia,,,,,,,,,,,,,,,,,,,,,,,,,Cruz Roja,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,embassy,,,,,,,,,,,,,,,,,,,,,,,,,Department of Wildlife and National Parks,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,ROO,,,,,,,,,,,,,,,,,,,,,,,,,Agence expresso,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Institución_Educativa,,,,,,,,,,,,,,,,,,,,,,,,,La Protection civile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,University,,,,,,,,,,,,,,,,,,,,,,,,,Sokoto State Government,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,4ª Vara do Trabalho,,,,,,,,,,,,,,,,,,,,,,,,,Instituto de Mayores y Servicios Sociales,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"tienda_de_bicicletas,_vivienda",,,,,,,,,,,,,,,,,,,,,,,,,Municipality,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,residential_,,,,,,,,,,,,,,,,,,,,,,,,,ONAS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,amenity=school,,,,,,,,,,,,,,,,,,,,,,,,,Prefecture d'Ogou,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Residencia_Terra_do Sol,,,,,,,,,,,,,,,,,,,,,,,,,Valley Bushveld Country Lodge,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,institucion_municipal,,,,,,,,,,,,,,,,,,,,,,,,,Ciprel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,other_structure,,,,,,,,,,,,,,,,,,,,,,,,,Harvesters Reaching the Nations,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,observatory,,,,,,,,,,,,,,,,,,,,,,,,,BMCE Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,casas,,,,,,,,,,,,,,,,,,,,,,,,,Tanzania Posts Coorperation,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Casa de vivienda,,,,,,,,,,,,,,,,,,,,,,,,,Gateway Inn,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Stadium,,,,,,,,,,,,,,,,,,,,,,,,,Faculté des Sciences Juridiques Economiques et Sociales - Université Hassan II,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,zona rural,,,,,,,,,,,,,,,,,,,,,,,,,CAMPOST,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Guarita,,,,,,,,,,,,,,,,,,,,,,,,,Sentech,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,Kobil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,u,,,,,,,,,,,,,,,,,,,,,,,,,Domaine Shadrapa,,,,,,,,,,,,,,,,,,,,
