access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,construction,covered,culvert,cutting,denomination,disused,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tracktype,tunnel,water,waterway,wetland,wood
,,,,pet_grave_yard,,,,Refinor,,,University view Hostel,,,,,,,,,,,,,,,,mangrove,,,,,,,,,Frelimo,,,,,,,,,,aerobics,,,,,,,,,,
,,,,c,,,,Vivo,,,panel_house,,,,,,,,,,,,,,,,shipyard,,,,,,,,,M. Boucar Biouf,,,,,,,,,,Karting,,,,,,,,,,
,,,,exhibition_center,,,,SHELL,,,court,,,,,,,,,,,,,,,,condominium,,,,,,,,,CIE,,,,,,,,,,Bocha,,,,,,,,,,
,,,,"pharmacy, restaurant, fast_food, bar, cafe, cinema",,,,Caixa,,,path,,,,,,,,,,,,,,,,raceway,,,,,,,,,Port Autonome d'Abidjan,,,,,,,,,,society_soccer,,,,,,,,,,
,,,,Restaurant,,,,Mega Petro,,,Maison résidentiel,,,,,,,,,,,,,,,,pu,,,,,,,,,Gema Hoteles,,,,,,,,,,microfutbol,,,,,,,,,,
,,,,steak house,,,,Alê,,,Former Prison Building,,,,,,,,,,,,,,,, farmy,,,,,,,,,Cárdenas,,,,,,,,,,bocha,,,,,,,,,,
,,,,roro_terminal,,,,Village Cines,,,st lawrence,,,,,,,,,,,,,,,,grassfield,,,,,,,,,Ma Dignité,,,,,,,,,,baloncesto_,,,,,,,,,,
,,,,coworking_space,,,,Ambev,,,Government_Building,,,,,,,,,,,,,,,,parking_space,,,,,,,,,Hospital Universitario de Canarias,,,,,,,,,,roller_skating,,,,,,,,,,
,,,,sport_centre;school,,,,MAN Wolkswagen Caminhões,,,labs,,,,,,,,,,,,,,,,Tramitación_del_Carnet_de_Conducir,,,,,,,,,total,,,,,,,,,,mini_futbol,,,,,,,,,,
,,,,r,,,,ANCAP,,,residental,,,,,,,,,,,,,,,,ins,,,,,,,,,Privet,,,,,,,,,,"Swimming,_Fitness,_Gym_Club",,,,,,,,,,
,,,,Administration,,,,Agrale,,,Ancien en banco,,,,,,,,,,,,,,,,Street Market,,,,,,,,,Heidelberg Group,,,,,,,,,,basketball;boxing,,,,,,,,,,
,,,,driving school,,,,ESSO,,,kiosk,,,,,,,,,,,,,,,,recreational_ground,,,,,,,,,Lwala Community Alliance,,,,,,,,,,micro-fútbol,,,,,,,,,,
,,,,bandstand,,,,Ale,,,tata,,,,,,,,,,,,,,,,port_terminal,,,,,,,,,Groupe Casino,,,,,,,,,,soccer3,,,,,,,,,,
,,,,research_institution,,,,Texom,,,Government_Office,,,,,,,,,,,,,,,,Bing,,,,,,,,,Eulen,,,,,,,,,,"Musculação,_Jiu_Jitsu",,,,,,,,,,
,,,,grass,,,,Vale,,,orphelinat,,,,,,,,,,,,,,,,orest,,,,,,,,,Frères du Sacré-Coeur (S.C.),,,,,,,,,,rodeo,,,,,,,,,,
,,,,marae,,,,Claro,,,Home 5,,,,,,,,,,,,,,,,greenfiel,,,,,,,,,Mr. Price Group,,,,,,,,,,MMA,,,,,,,,,,
,,,,Odontologia,,,,Ultragaz,,,hotel,,,,,,,,,,,,,,,,lake,,,,,,,,,Avion Gold; Endeavour Mining Corporation,,,,,,,,,,"handaball,_volley",,,,,,,,,,
,,,,park,,,,PECSA,,,shelter,,,,,,,,,,,,,,,,commercial-residencial,,,,,,,,,Danish Refugee Council (DRC),,,,,,,,,,"soccer, swimming, volleyball, gymnastics",,,,,,,,,,
,,,,dentista,,,,Wolksvagen,,,Pan African Refuge Development,,,,,,,,,,,,,,,,fes,,,,,,,,,Tanzania Airports Authority,,,,,,,,,,soccer ; swimming_pool,,,,,,,,,,
,,,,Campo do Riacho,,,,Itaú,,,non_residentail,,,,,,,,,,,,,,,,church,,,,,,,,,Meryam khatib,,,,,,,,,,cockfighting,,,,,,,,,,
,,,,auditorium,,,,Kalin,,,food store,,,,,,,,,,,,,,,,etai,,,,,,,,,Pétroci Holding,,,,,,,,,,kickboxing;judo;jiu-jitsu,,,,,,,,,,
,,,,Beauty Salon,,,,Friboi,,,18,,,,,,,,,,,,,,,,natural,,,,,,,,,El Mouradi Hotels,,,,,,,,,,"Futebol,_volei,_basquete",,,,,,,,,,
,,,,Servico de Esporte,,,,Vipal,,,unclassified,,,,,,,,,,,,,,,,residencial,,,,,,,,,Meublatex,,,,,,,,,,"musculação,_danças,_luta,_etc.",,,,,,,,,,
,,,,parking;motorcycle_parking,,,,Suzuki,,,paved,,,,,,,,,,,,,,,,my,,,,,,,,,Nancy,,,,,,,,,,micro,,,,,,,,,,
,,,,Handelskammer,,,,Grupo Cioffi,,,Library,,,,,,,,,,,,,,,,Estación Metrocable,,,,,,,,,Museo de Guayadeque,,,,,,,,,,yoga,,,,,,,,,,
,,,,rental_properties,,,,Associação Chapecoense de Futebol,,,APC_Oued-Smar,,,,,,,,,,,,,,,,farmy+,,,,,,,,,Mission laïque française,,,,,,,,,,Fútbol,,,,,,,,,,
,,,,Junta de Vecinos,,,,Kia,,,*,,,,,,,,,,,,,,,,service,,,,,,,,,Aeroportos Seguranca Aera (ASA),,,,,,,,,,fulbito,,,,,,,,,,
,,,,stripclub,,,,Charrua,,,Immeuble Yendoubé,,,,,,,,,,,,,,,,forst,,,,,,,,,Ambassade  de France en Guinee,,,,,,,,,,basketball;soccer,,,,,,,,,,
,,,,open air theatre,,,,OLANO,,,Pavilion Bassin,,,,,,,,,,,,,,,,ge_green,,,,,,,,,Swami India International Limited,,,,,,,,,,FUTBOL,,,,,,,,,,
,,,,car rental,,,,Vito,,,Cow shade,,,,,,,,,,,,,,,,ramy,,,,,,,,,Kumasi Metropolitan Assembly,,,,,,,,,,Futbol,,,,,,,,,,
,,,,cargo,,,,Race Trac,,,clinic,,,,,,,,,,,,,,,,events,,,,,,,,,Debswana Diamond Company Ltd,,,,,,,,,,basquet,,,,,,,,,,
,,,,festival_ground,,,,FIAT,,,mausoleum,,,,,,,,,,,,,,,,gra,,,,,,,,,Generale de la Gastronomie,,,,,,,,,,peteca,,,,,,,,,,
,,,,university;school,,,,Estación El Limbo,,,garage,,,,,,,,,,,,,,,,Mineiração,,,,,,,,,BMP Paribas,,,,,,,,,,Padel,,,,,,,,,,
,,,,boat_rental,,,,Estación Central,,,ye,,,,,,,,,,,,,,,,faarm,,,,,,,,,PEP,,,,,,,,,,Coleo_de_Toros,,,,,,,,,,
,,,,security_booth,,,,Megapetro,,,CCS,,,,,,,,,,,,,,,,winery,,,,,,,,,Entabeni Game Reserve,,,,,,,,,,basketball;volleyball;futsal,,,,,,,,,,
,,,,bowling_alley,,,,BANDES,,,"WorldView-1, DigitalGlobe, Nextview, 2013/09/21.",,,,,,,,,,,,,,,,harbourd,,,,,,,,,HK Kenzi,,,,,,,,,,"Musculação,_Natação",,,,,,,,,,
,,,,internet_cafe,,,,Walmart,,,dam,,,,,,,,,,,,,,,,Parroquia Leonardo Murialdo,,,,,,,,,Ministère de l'environnement,,,,,,,,,,"Futsal,_volêi",,,,,,,,,,
,,,,abriga,,,,Noma,,,tent,,,,,,,,,,,,,,,,cemitery,,,,,,,,,governmental,,,,,,,,,,polli,,,,,,,,,,
,,,,clubhouse,,,,Volkswagem,,,SGS Malawi unit,,,,,,,,,,,,,,,,surface mining,,,,,,,,,City Cars,,,,,,,,,,"rugby, Fútbol, Cancha de Bochas",,,,,,,,,,
,,,,Estacion de Bomberos del SUR,,,,Redeox,,,Staff room,,,,,,,,,,,,,,,,Residencial,,,,,,,,,SNEL,,,,,,,,,,pilates,,,,,,,,,,
,,,,love_hotel,,,,Macro,,,greeenhouse,,,,,,,,,,,,,,,,rest,,,,,,,,,ACREST,,,,,,,,,,jockey,,,,,,,,,,
,,,,idp_site,,,,Posto Jardim Riva,,,transportation,,,,,,,,,,,,,,,,,,,,,,,,,Suzuki,,,,,,,,,,"Microfutbol, Basketball, Stunt",,,,,,,,,,
,,,,bicycle_rental,,,,FORD,,,"house,mpingwe hostel",,,,,,,,,,,,,,,,,,,,,,,,,Ryad Mogador Hotels,,,,,,,,,,"basketball,_Microfutbol",,,,,,,,,,
,,,,dojo,,,,Pirelli,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,Groupe Scolaire Les Pichtounes des 2 Plateaux,,,,,,,,,,basketball;football,,,,,,,,,,
,,,,social_center,,,,Terpel,,,oui,,,,,,,,,,,,,,,,,,,,,,,,,Chevrolet+Nissan+Citroen,,,,,,,,,,Tejo,,,,,,,,,,
,,,,"restaurant,nightclub",,,,YPF,,,kALE HIWOT,,,,,,,,,,,,,,,,,,,,,,,,,La Sirene,,,,,,,,,,shooting;soccer,,,,,,,,,,
,,,,swingerclub,,,,Nutregal,,,courtyard,,,,,,,,,,,,,,,,,,,,,,,,,Galana,,,,,,,,,,Bochas,,,,,,,,,,
,,,,mall,,,,Mercedes Benz,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,Alpha Ford Tunisie,,,,,,,,,,"baseball,_soccer,_swiming",,,,,,,,,,
,,,,Compania Federal de Habitaçao Social,,,,Wolksvagem,,,poste 228,,,,,,,,,,,,,,,,,,,,,,,,,Bole Subcity Wereda 3 Zone 19 Community Development Center,,,,,,,,,,BASE,,,,,,,,,,
,,,,peteca court,,,,IPIRANGA,,,factory,,,,,,,,,,,,,,,,,,,,,,,,,SFR,,,,,,,,,,horse_riding,,,,,,,,,,
,,,,rail_station,,,,Crédit Moderne,,,under constraction,,,,,,,,,,,,,,,,,,,,,,,,,Monoprix,,,,,,,,,,BMX,,,,,,,,,,
,,,,observatory,,,,Atomo,,,publique_,,,,,,,,,,,,,,,,,,,,,,,,,EIIC,,,,,,,,,,kayak,,,,,,,,,,
,,,,clinics,,,,PRIMAX,,,(new yes,,,,,,,,,,,,,,,,,,,,,,,,,Sonidep,,,,,,,,,,"Futbol,_Tenis,_Paddle,Gimnasia",,,,,,,,,,
,,,,public_council,,,,,,,retirement_home,,,,,,,,,,,,,,,,,,,,,,,,,Etablissement de Gestion de Services Aéroportuaires d'Alger,,,,,,,,,,motorcycle,,,,,,,,,,
,,,,information,,,,,,,garissa Road Primary,,,,,,,,,,,,,,,,,,,,,,,,,Government;eHealth Africa,,,,,,,,,,"Fútbol,_Basquetbol",,,,,,,,,,
,,,,p,,,,,,,administration,,,,,,,,,,,,,,,,,,,,,,,,,Colegio Chamberí,,,,,,,,,,Medialuna Población,,,,,,,,,,
,,,,public_building;townhall,,,,,,,industrial,,,,,,,,,,,,,,,,,,,,,,,,,Salle des fêtes Les Grands Vents,,,,,,,,,,baby_football,,,,,,,,,,
,,,,parking;bus_station,,,,,,,Wasini hostel,,,,,,,,,,,,,,,,,,,,,,,,,Kenya National Oil Company Limited,,,,,,,,,,baseball;soccer,,,,,,,,,,
,,,,bicycle_repair_station,,,,,,,demolished,,,,,,,,,,,,,,,,,,,,,,,,,Sheraton,,,,,,,,,,Multideportiva,,,,,,,,,,
,,,,residential,,,,,,,"Kitchen, Shower and Flash Toilet",,,,,,,,,,,,,,,,,,,,,,,,,German University in Cairo,,,,,,,,,,Musculação,,,,,,,,,,
,,,,sport_center,,,,,,,sports_centre,,,,,,,,,,,,,,,,,,,,,,,,,OXFAM,,,,,,,,,,RC_aircraft,,,,,,,,,,
,,,,Aljibe,,,,,,,classroom,,,,,,,,,,,,,,,,,,,,,,,,,youths,,,,,,,,,,crickets,,,,,,,,,,
,,,,event_center,,,,,,,shops,,,,,,,,,,,,,,,,,,,,,,,,,Golden 5 City,,,,,,,,,,roller hockey,,,,,,,,,,
,,,,oil_change,,,,,,,Agape Life Church,,,,,,,,,,,,,,,,,,,,,,,,,Guardia Civil,,,,,,,,,,Rodeo,,,,,,,,,,
,,,,car_parts,,,,,,,"Ministerio_de_Defensa,_Delegación_de_Defensa_en_Las_Palmas",,,,,,,,,,,,,,,,,,,,,,,,,Carburantes Mederos,,,,,,,,,,skiing,,,,,,,,,,
,,,,food,,,,,,,cooling_tower,,,,,,,,,,,,,,,,,,,,,,,,,Groupe ITES,,,,,,,,,,"soccer, basketball",,,,,,,,,,
,,,,training,,,,,,,shadenetting,,,,,,,,,,,,,,,,,,,,,,,,,Shoprite,,,,,,,,,,TEJO,,,,,,,,,,
,,,,Dojo,,,,,,,clubhouse,,,,,,,,,,,,,,,,,,,,,,,,,Institutet för solfysik,,,,,,,,,,Campo de Futebol,,,,,,,,,,
,,,,greenhouse,,,,,,,Rifa Educational Camp Guide,,,,,,,,,,,,,,,,,,,,,,,,,الأزهر الشريف,,,,,,,,,,safety_training,,,,,,,,,,
,,,,language_school,,,,,,,basilica,,,,,,,,,,,,,,,,,,,,,,,,,Kenya Airports Authority,,,,,,,,,,"Futbol,_paddle,_paleta, hockey, volley, bochas",,,,,,,,,,
,,,,Police Militar,,,,,,,genric,,,,,,,,,,,,,,,,,,,,,,,,,cedt,,,,,,,,,,"soccer,tennis,swimming",,,,,,,,,,
,,,,community_centre;restaurant,,,,,,,manufacture,,,,,,,,,,,,,,,,,,,,,,,,,Ayuntamiento de Las Palmas de Gran Canaria,,,,,,,,,,patinaje,,,,,,,,,,
,,,,hardware,,,,,,,bâtiment résidentiel,,,,,,,,,,,,,,,,,,,,,,,,,Ewaat Secondary School,,,,,,,,,,tennis;soccer;basketball,,,,,,,,,,
,,,,common,,,,,,,shop,,,,,,,,,,,,,,,,,,,,,,,,,Ministerio de Trabajo e Inmigración,,,,,,,,,,Muscle_&_fitness,,,,,,,,,,
,,,,Servicio_agua_potable,,,,,,,bâtiment,,,,,,,,,,,,,,,,,,,,,,,,,Centre International De Référence “Chantal Biya”  Pour La Recherche Sur La Prévention Et La Prise En Charge Du VIH/SIDA,,,,,,,,,,Futbol_(Soccer),,,,,,,,,,
,,,,community_hall,,,,,,,tourism,,,,,,,,,,,,,,,,,,,,,,,,,Cameroon Radio Television,,,,,,,,,,futbol,,,,,,,,,,
,,,,picnic_site,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,fumatoka limmited,,,,,,,,,,"Futbol,_Handball,_Basquet,_Atletismo,_Hockey",,,,,,,,,,
,,,,health_care,,,,,,,police,,,,,,,,,,,,,,,,,,,,,,,,,local,,,,,,,,,,yachting,,,,,,,,,,
,,,,Hogar Universitario,,,,,,,shopping arcade,,,,,,,,,,,,,,,,,,,,,,,,,Ilma Indho Deero,,,,,,,,,,volleyball_and_Soccer,,,,,,,,,,
,,,,asylum,,,,,,,mall,,,,,,,,,,,,,,,,,,,,,,,,,El-Baradei,,,,,,,,,,basketball;futsal,,,,,,,,,,
,,,,school_music,,,,,,,clinique,,,,,,,,,,,,,,,,,,,,,,,,,Okapi Station,,,,,,,,,,karate;pilates,,,,,,,,,,
,,,,winery,,,,,,,"Land Board, Condom Dispenser",,,,,,,,,,,,,,,,,,,,,,,,,ABSA,,,,,,,,,,"Indor,_Ecuavoly",,,,,,,,,,
,,,,servicio_de_seguridad del estado,,,,,,,houses,,,,,,,,,,,,,,,,,,,,,,,,,Police nationale algérienne,,,,,,,,,,"microfutbol, basketball, stunt",,,,,,,,,,
,,,,Locação_de_ferramentas_para_construção,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,Dr. Ines Ben Amara,,,,,,,,,,Correr,,,,,,,,,,
,,,,ambulance_station,,,,,,,military,,,,,,,,,,,,,,,,,,,,,,,,,LAP GreenN,,,,,,,,,,Peteca,,,,,,,,,,
,,,,laboratory;hospital,,,,,,,ticket_booth,,,,,,,,,,,,,,,,,,,,,,,,,FRUIT AND VEG,,,,,,,,,,Polivalente,,,,,,,,,,
,,,,rental,,,,,,,townhall,,,,,,,,,,,,,,,,,,,,,,,,,National Microfinance Bank,,,,,,,,,,"soccer,basketball",,,,,,,,,,
,,,,garages,,,,,,,senior six block,,,,,,,,,,,,,,,,,,,,,,,,,Kimalel day & boarding pry school,,,,,,,,,,"soccer, Rugby",,,,,,,,,,
,,,,Sociedade Estadual de Habitaçao Social,,,,,,,entrance,,,,,,,,,,,,,,,,,,,,,,,,,Kaldi's Coffee,,,,,,,,,,poli,,,,,,,,,,
,,,,Centro de Pesquisas Archeologicas,,,,,,,yess,,,,,,,,,,,,,,,,,,,,,,,,,NOC,,,,,,,,,,Beisbol,,,,,,,,,,
,,,,Bus Station,,,,,,,ruin,,,,,,,,,,,,,,,,,,,,,,,,,SODECI,,,,,,,,,,soccer;futsal;swimming;rowing;basketball;volleyball;water_polo,,,,,,,,,,
,,,,Punto de Encuentro,,,,,,,observing tower,,,,,,,,,,,,,,,,,,,,,,,,,Innescorp,,,,,,,,,,skate,,,,,,,,,,
,,,,toiletes,,,,,,,Xaxanaxa North Gate,,,,,,,,,,,,,,,,,,,,,,,,,Technische Universität Berlin,,,,,,,,,,association_football,,,,,,,,,,
,,,,water_cleaning,,,,,,,hermitage,,,,,,,,,,,,,,,,,,,,,,,,,SAPO,,,,,,,,,,Fútbol;baloncesto,,,,,,,,,,
,,,,fast_food;cafe;restaurant,,,,,,,cinema,,,,,,,,,,,,,,,,,,,,,,,,,GRTE,,,,,,,,,,"soccer,athletics",,,,,,,,,,
,,,,archaeological_site,,,,,,,power,,,,,,,,,,,,,,,,,,,,,,,,,Netcare,,,,,,,,,,"Futbol,_Baloncesto,_volleyball",,,,,,,,,,
,,,,public_bookcase,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,E. Leclerc,,,,,,,,,,"basquetball,_microfootball",,,,,,,,,,
,,,,pharmacia,,,,,,,"Pôle Relations extérieures, Orientation et Formation pour l’Insertion professionneLle",,,,,,,,,,,,,,,,,,,,,,,,,Dar Saïd,,,,,,,,,,soccer;billiards,,,,,,,,,,
,,,,fast food,,,,,,,roof=permament,,,,,,,,,,,,,,,,,,,,,,,,,Dirección General de la Marina Mercante,,,,,,,,,,softbol,,,,,,,,,,
,,,,vivarium,,,,,,,Latrine,,,,,,,,,,,,,,,,,,,,,,,,,Maahad Aali Islamic Mission,,,,,,,,,,indor,,,,,,,,,,
,,,,gimnasium,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,Roman Catholic Church Bukoba Diocese,,,,,,,,,,Taekwondo,,,,,,,,,,
,,,,restaurant;bbq,,,,,,,Makhanga Rest House,,,,,,,,,,,,,,,,,,,,,,,,,Naushad Fazal,,,,,,,,,,Polideportivo,,,,,,,,,,
,,,,restaurant;community_centre,,,,,,,official,,,,,,,,,,,,,,,,,,,,,,,,,IMC,,,,,,,,,,atletismo,,,,,,,,,,
,,,,terminal,,,,,,,Résidence,,,,,,,,,,,,,,,,,,,,,,,,,DAF,,,,,,,,,,,,,,,,,,,,
,,,,science_park,,,,,,,No 1 Cowden Close,,,,,,,,,,,,,,,,,,,,,,,,,UBCI,,,,,,,,,,,,,,,,,,,,
,,,,library;public_building,,,,,,,Fivondronanana,,,,,,,,,,,,,,,,,,,,,,,,,HOVIMA,,,,,,,,,,,,,,,,,,,,
,,,,skating,,,,,,,No 3 Cowden Close,,,,,,,,,,,,,,,,,,,,,,,,,Parque Nacional del Teide,,,,,,,,,,,,,,,,,,,,
,,,,show_ground,,,,,,,settlment,,,,,,,,,,,,,,,,,,,,,,,,,Hospital Universitario Nuestra Señora de Candelaria,,,,,,,,,,,,,,,,,,,,
,,,,Abriga Social do Estado,,,,,,,scho,,,,,,,,,,,,,,,,,,,,,,,,,RELAIS 21,,,,,,,,,,,,,,,,,,,,
,,,,banking,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,Centro Comercial Concorde,,,,,,,,,,,,,,,,,,,,
,,,,Empresa_de_Seguridad,,,,,,,latrines,,,,,,,,,,,,,,,,,,,,,,,,,AVS,,,,,,,,,,,,,,,,,,,,
,,,,Bingo,,,,,,,dometry,,,,,,,,,,,,,,,,,,,,,,,,,Imperial Express Transport,,,,,,,,,,,,,,,,,,,,
,,,,college;parking,,,,,,,Gatehouse,,,,,,,,,,,,,,,,,,,,,,,,,SPCA,,,,,,,,,,,,,,,,,,,,
,,,,government,,,,,,,Bathroom,,,,,,,,,,,,,,,,,,,,,,,,,CAK,,,,,,,,,,,,,,,,,,,,
,,,,harbourmaster,,,,,,,greenhouse_horticulture,,,,,,,,,,,,,,,,,,,,,,,,,Canal 2 international,,,,,,,,,,,,,,,,,,,,
,,,,public_bath,,,,,,,Primary_School,,,,,,,,,,,,,,,,,,,,,,,,,University of the Western Cape,,,,,,,,,,,,,,,,,,,,
,,,,association,,,,,,,hut,,,,,,,,,,,,,,,,,,,,,,,,,CFU,,,,,,,,,,,,,,,,,,,,
,,,,Obra_Social,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,lokita,,,,,,,,,,,,,,,,,,,,
,,,,nigthclub,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,Ministry of Agriculture,,,,,,,,,,,,,,,,,,,,
,,,,prision,,,,,,,Maison_Blanche_de_l'ANPN,,,,,,,,,,,,,,,,,,,,,,,,,EdM,,,,,,,,,,,,,,,,,,,,
,,,,bakery,,,,,,,greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,County government of Nyamira,,,,,,,,,,,,,,,,,,,,
,,,,bullring,,,,,,,HUT,,,,,,,,,,,,,,,,,,,,,,,,,Jerónimo Martins - Pingo Doce,,,,,,,,,,,,,,,,,,,,
,,,,Praça Princesa Isabel,,,,,,,Pavilion Piscine,,,,,,,,,,,,,,,,,,,,,,,,,Ayuntamiento de El Rosario,,,,,,,,,,,,,,,,,,,,
,,,,tennis court,,,,,,,Police,,,,,,,,,,,,,,,,,,,,,,,,,Ministere de l'education,,,,,,,,,,,,,,,,,,,,
,,,,festival_grounds,,,,,,,"yes,_school",,,,,,,,,,,,,,,,,,,,,,,,,Members,,,,,,,,,,,,,,,,,,,,
,,,,Quadra da escola de samba,,,,,,,Redeemer Hostel,,,,,,,,,,,,,,,,,,,,,,,,,RTI,,,,,,,,,,,,,,,,,,,,
,,,,Conselho de Recursos Sociais,,,,,,,greenhous,,,,,,,,,,,,,,,,,,,,,,,,,Department of Civil Aviation,,,,,,,,,,,,,,,,,,,,
,,,,Donde Panbo,,,,,,,residence d'état,,,,,,,,,,,,,,,,,,,,,,,,,Khaled,,,,,,,,,,,,,,,,,,,,
,,,,club,,,,,,,yesroof=permanent,,,,,,,,,,,,,,,,,,,,,,,,,وزارة العدل,,,,,,,,,,,,,,,,,,,,
,,,,community_centre3,,,,,,,stage,,,,,,,,,,,,,,,,,,,,,,,,,Kagera Regional Hospital,,,,,,,,,,,,,,,,,,,,
,,,,açude,,,,,,,classrooms/offices,,,,,,,,,,,,,,,,,,,,,,,,,Facultad de Medicina,,,,,,,,,,,,,,,,,,,,
,,,,bus_repair,,,,,,,Hawker,,,,,,,,,,,,,,,,,,,,,,,,,Wasiwasi,,,,,,,,,,,,,,,,,,,,
,,,,Iglesia Inmaculado Corazon de Maria,,,,,,,agricultural_barn/shed,,,,,,,,,,,,,,,,,,,,,,,,,gendarmerie,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Pit latrine,,,,,,,,,,,,,,,,,,,,,,,,,Centro Comercial El Tablero,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"Eglise Catholique, Mission catholique de koutiala",,,,,,,,,,,,,,,,,,,,,,,,,Star Oil Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,en construction,,,,,,,,,,,,,,,,,,,,,,,,,Ben Kheira,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,farm_auxiliary,,,,,,,,,,,,,,,,,,,,,,,,,"Africare, UNICEF",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,brewery,,,,,,,,,,,,,,,,,,,,,,,,,Total Service,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,htu,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,prison,,,,,,,,,,,,,,,,,,,,,,,,,COMPTOIR GENERAL DE COMMERCE (CO.GE.CO),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Community_Hall,,,,,,,,,,,,,,,,,,,,,,,,,Assiut University,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Tribal_Government_Building,,,,,,,,,,,,,,,,,,,,,,,,,Groupe Magasin Général,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"house,HTD",,,,,,,,,,,,,,,,,,,,,,,,,Decathlon,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,mokhukhu,,,,,,,,,,,,,,,,,,,,,,,,,Le Sultan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,classrooms,,,,,,,,,,,,,,,,,,,,,,,,,Algoa Bus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,rool,,,,,,,,,,,,,,,,,,,,,,,,,Gîte Raha,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Magina DOs Office,,,,,,,,,,,,,,,,,,,,,,,,,Ministère de l'Education nationale,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,gym,,,,,,,,,,,,,,,,,,,,,,,,,Owner,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DRIERS,,,,,,,,,,,,,,,,,,,,,,,,,"Private ""Nawal El-Degway""",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Palace,,,,,,,,,,,,,,,,,,,,,,,,,Central Voyage,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,roop permanent,,,,,,,,,,,,,,,,,,,,,,,,,Radisson Blu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,garages,,,,,,,,,,,,,,,,,,,,,,,,,Ezimvelo KZN Wildlife,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,chest and skin clinic,,,,,,,,,,,,,,,,,,,,,,,,,Swedish School Association,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,C.M.S,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,house;yes,,,,,,,,,,,,,,,,,,,,,,,,,Yacouba Sylla,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,tribune,,,,,,,,,,,,,,,,,,,,,,,,,Muljbai Madhivani,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,no_roof,,,,,,,,,,,,,,,,,,,,,,,,,STB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Classroom_Block,,,,,,,,,,,,,,,,,,,,,,,,,Cameroon Air Force,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Mountains of the Moon University,,,,,,,,,,,,,,,,,,,,,,,,,Palasitinian Authority,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Under Constraction,,,,,,,,,,,,,,,,,,,,,,,,,Herbal Brew,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Galle Samba Aly Sy,,,,,,,,,,,,,,,,,,,,,,,,,Agence Spatiale Algérienne,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,yes;,,,,,,,,,,,,,,,,,,,,,,,,,Far and Wide,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,mosq,,,,,,,,,,,,,,,,,,,,,,,,,Golden Tulip Hotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,group,,,,,,,,,,,,,,,,,,,,,,,,,Ministere de la sante,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,bars,,,,,,,,,,,,,,,,,,,,,,,,,AfriTransport,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,telephone_exchange,,,,,,,,,,,,,,,,,,,,,,,,,Ministry of interior,,,,,,,,,,,,,,,,,,,,
